,#term ID,term description,observed gene count,background gene count,strength,false discovery rate,matching proteins in your network (IDs),matching proteins in your network (labels)
116,GO:0023052,Signaling,87,5057,0.15,0.0216,"9606.ENSP00000014914,9606.ENSP00000070846,9606.ENSP00000225964,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000247225,9606.ENSP00000249014,9606.ENSP00000257566,9606.ENSP00000260526,9606.ENSP00000261461,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000264731,9606.ENSP00000265734,9606.ENSP00000270112,9606.ENSP00000275493,9606.ENSP00000279488,9606.ENSP00000288955,9606.ENSP00000296522,9606.ENSP00000296585,9606.ENSP00000296861,9606.ENSP00000299505,9606.ENSP00000300060,9606.ENSP00000303192,9606.ENSP00000304078,9606.ENSP00000304895,9606.ENSP00000313391,9606.ENSP00000316779,9606.ENSP00000320084,9606.ENSP00000322229,9606.ENSP00000325526,9606.ENSP00000332118,9606.ENSP00000332511,9606.ENSP00000336923,9606.ENSP00000341170,9606.ENSP00000342385,9606.ENSP00000347454,9606.ENSP00000347532,9606.ENSP00000351338,9606.ENSP00000352513,9606.ENSP00000353007,9606.ENSP00000355124,9606.ENSP00000355330,9606.ENSP00000355955,9606.ENSP00000356468,9606.ENSP00000356581,9606.ENSP00000357131,9606.ENSP00000358547,9606.ENSP00000358765,9606.ENSP00000360316,9606.ENSP00000363117,9606.ENSP00000363255,9606.ENSP00000363377,9606.ENSP00000365643,9606.ENSP00000365682,9606.ENSP00000366109,9606.ENSP00000368632,9606.ENSP00000368678,9606.ENSP00000373489,9606.ENSP00000374309,9606.ENSP00000375066,9606.ENSP00000377721,9606.ENSP00000379330,9606.ENSP00000383053,9606.ENSP00000383115,9606.ENSP00000385727,9606.ENSP00000399511,9606.ENSP00000401445,9606.ENSP00000405004,9606.ENSP00000419446,9606.ENSP00000420267,9606.ENSP00000425824,9606.ENSP00000427123,9606.ENSP00000427514,9606.ENSP00000428924,9606.ENSP00000435585,9606.ENSP00000436714,9606.ENSP00000439689,9606.ENSP00000440273,9606.ENSP00000449960,9606.ENSP00000455215,9606.ENSP00000478927,9606.ENSP00000486285,9606.ENSP00000486891,9606.ENSP00000493716,9606.ENSP00000496438,9606.ENSP00000499251","GPRC5A,PKP2,COL1A1,HES1,MSX2,SGPP1,CDC42EP1,TBX3,ARHGAP29,PPP2R5A,SEMA7A,SLC9A3R1,TP63,CDK6,HUNK,EGFR,DUSP6,GRHL3,HPGD,ITGA2,TNFRSF21,KIAA0355,ANPEP,RGL1,FAM83B,IRS1,DAB2,BIN1,CD276,FADS1,WNT11,EPHB3,OLFML1,ARHGAP10,PTN,PTGES,ANO1,SHTN1,PLXNB1,MPZL1,SULF2,KRT19,TGM2,NENF,IVNS1ABP,ADGRG6,ARHGAP18,MPP1,TPBG,DHCR24,FGR,RGS3,FOXO4,DOCK9,TLE1,ANXA1,GATA3,AGRN,KRT18,LAMA1,HCAR2,NR2F2,NFATC2,EPHB2,COLEC12,MAST4,TNIK,ERN1,ACVR1,ADAM9,NR6A1,CAMK2D,RAI14,CEBPA,LYN,EPS8L2,HCAR3,TRERF1,SH2B2,CALCOCO1,ADGRG1,YAP1,FARP1,TCF7L2,EFNB2,S1PR2,NUAK2"
117,GO:0048584,Positive regulation of response to stimulus,45,2131,0.24,0.0221,"9606.ENSP00000222399,9606.ENSP00000225964,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000254436,9606.ENSP00000260356,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000264731,9606.ENSP00000275493,9606.ENSP00000296585,9606.ENSP00000296861,9606.ENSP00000297258,9606.ENSP00000304895,9606.ENSP00000306285,9606.ENSP00000311344,9606.ENSP00000313391,9606.ENSP00000320084,9606.ENSP00000325526,9606.ENSP00000341170,9606.ENSP00000351338,9606.ENSP00000353007,9606.ENSP00000355330,9606.ENSP00000355955,9606.ENSP00000358765,9606.ENSP00000363117,9606.ENSP00000364032,9606.ENSP00000364526,9606.ENSP00000366109,9606.ENSP00000368632,9606.ENSP00000374309,9606.ENSP00000379330,9606.ENSP00000386456,9606.ENSP00000399511,9606.ENSP00000401445,9606.ENSP00000405004,9606.ENSP00000419446,9606.ENSP00000423563,9606.ENSP00000427514,9606.ENSP00000428924,9606.ENSP00000440273,9606.ENSP00000455215,9606.ENSP00000478927,9606.ENSP00000479526,9606.ENSP00000486891","LAMB1,COL1A1,HES1,MSX2,TRIM21,THBS1,SEMA7A,SLC9A3R1,TP63,EGFR,ITGA2,TNFRSF21,FABP5,IRS1,TPD52L1,PPP2R1B,DAB2,CD276,WNT11,PTN,PLXNB1,SULF2,TGM2,NENF,TPBG,FGR,TAP2,JCAD,ANXA1,GATA3,LAMA1,NFATC2,AAK1,TNIK,ERN1,ACVR1,ADAM9,MACROH2A1,CEBPA,LYN,SH2B2,ADGRG1,YAP1,DPF3,TCF7L2"
118,GO:0071396,Cellular response to lipid,17,502,0.45,0.0222,"9606.ENSP00000225964,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000275493,9606.ENSP00000295006,9606.ENSP00000296585,9606.ENSP00000304895,9606.ENSP00000325526,9606.ENSP00000366109,9606.ENSP00000383053,9606.ENSP00000405004,9606.ENSP00000419446,9606.ENSP00000428924,9606.ENSP00000439689,9606.ENSP00000449960,9606.ENSP00000478927,9606.ENSP00000493716","COL1A1,HES1,MSX2,EGFR,CAPN2,ITGA2,IRS1,WNT11,ANXA1,EPHB2,ACVR1,ADAM9,LYN,TRERF1,CALCOCO1,YAP1,EFNB2"
119,GO:0007389,Pattern specification process,16,455,0.46,0.0226,"9606.ENSP00000231121,9606.ENSP00000232424,9606.ENSP00000239165,9606.ENSP00000239243,9606.ENSP00000243056,9606.ENSP00000256194,9606.ENSP00000257566,9606.ENSP00000264731,9606.ENSP00000288955,9606.ENSP00000325526,9606.ENSP00000346809,9606.ENSP00000370408,9606.ENSP00000377721,9606.ENSP00000405004,9606.ENSP00000455215,9606.ENSP00000482760","HAND1,HES1,HOXB7,MSX2,HOXC13,MICAL2,TBX3,TP63,GRHL3,WNT11,PGAP1,CDX2,NR2F2,ACVR1,ADGRG1,PCSK6"
120,GO:0007417,Central nervous system development,27,1035,0.33,0.0226,"9606.ENSP00000160373,9606.ENSP00000222399,9606.ENSP00000232424,9606.ENSP00000257552,9606.ENSP00000257566,9606.ENSP00000261918,9606.ENSP00000265734,9606.ENSP00000274341,9606.ENSP00000275493,9606.ENSP00000288955,9606.ENSP00000332118,9606.ENSP00000333350,9606.ENSP00000346809,9606.ENSP00000358421,9606.ENSP00000362924,9606.ENSP00000363827,9606.ENSP00000377721,9606.ENSP00000383053,9606.ENSP00000385616,9606.ENSP00000392028,9606.ENSP00000428924,9606.ENSP00000432568,9606.ENSP00000445122,9606.ENSP00000455215,9606.ENSP00000478061,9606.ENSP00000495564,9606.ENSP00000501092","CTTNBP2,LAMB1,HES1,MSI1,TBX3,SEMA7A,CDK6,HAPLN1,EGFR,GRHL3,EPHB3,JRKL,PGAP1,HSD3B1,GSN,HSPG2,NR2F2,EPHB2,SUN2,CHD7,LYN,SPTBN2,HSD3B2,ADGRG1,MARCKS,GRHL2,TFAP2A"
121,GO:0051962,Positive regulation of nervous system development,12,275,0.56,0.0226,"9606.ENSP00000232424,9606.ENSP00000261918,9606.ENSP00000316779,9606.ENSP00000332118,9606.ENSP00000341170,9606.ENSP00000347532,9606.ENSP00000351338,9606.ENSP00000355330,9606.ENSP00000358765,9606.ENSP00000368678,9606.ENSP00000383053,9606.ENSP00000428924","HES1,SEMA7A,BIN1,EPHB3,PTN,SHTN1,PLXNB1,TGM2,TPBG,AGRN,EPHB2,LYN"
122,GO:0009725,Response to hormone,22,762,0.38,0.0233,"9606.ENSP00000225964,9606.ENSP00000232424,9606.ENSP00000257552,9606.ENSP00000260356,9606.ENSP00000268053,9606.ENSP00000296585,9606.ENSP00000304895,9606.ENSP00000313391,9606.ENSP00000355124,9606.ENSP00000358421,9606.ENSP00000360316,9606.ENSP00000363377,9606.ENSP00000366109,9606.ENSP00000368632,9606.ENSP00000405004,9606.ENSP00000419446,9606.ENSP00000428924,9606.ENSP00000439689,9606.ENSP00000440273,9606.ENSP00000445122,9606.ENSP00000449960,9606.ENSP00000478927","COL1A1,HES1,MSI1,THBS1,CYP11A1,ITGA2,IRS1,DAB2,KRT19,HSD3B1,DHCR24,FOXO4,ANXA1,GATA3,ACVR1,ADAM9,LYN,TRERF1,SH2B2,HSD3B2,CALCOCO1,YAP1"
123,GO:0015849,Organic acid transport,12,278,0.55,0.0241,"9606.ENSP00000004531,9606.ENSP00000262613,9606.ENSP00000267842,9606.ENSP00000297258,9606.ENSP00000316905,9606.ENSP00000320378,9606.ENSP00000348931,9606.ENSP00000366109,9606.ENSP00000376333,9606.ENSP00000389326,9606.ENSP00000463978,9606.ENSP00000498246","SLC7A2,SLC9A3R1,SLC27A2,FABP5,SFXN1,SLC7A8,FABP7,ANXA1,LLGL2,ACE2,SLC16A3,ABCG2"
124,GO:0007154,Cell communication,88,5165,0.15,0.0255,"9606.ENSP00000014914,9606.ENSP00000070846,9606.ENSP00000225964,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000247225,9606.ENSP00000249014,9606.ENSP00000257566,9606.ENSP00000260526,9606.ENSP00000261461,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000264731,9606.ENSP00000265734,9606.ENSP00000270112,9606.ENSP00000275493,9606.ENSP00000279488,9606.ENSP00000288955,9606.ENSP00000296522,9606.ENSP00000296585,9606.ENSP00000296861,9606.ENSP00000299505,9606.ENSP00000300060,9606.ENSP00000303192,9606.ENSP00000304078,9606.ENSP00000304895,9606.ENSP00000307900,9606.ENSP00000313391,9606.ENSP00000320084,9606.ENSP00000322229,9606.ENSP00000325526,9606.ENSP00000332118,9606.ENSP00000332511,9606.ENSP00000336923,9606.ENSP00000341170,9606.ENSP00000342385,9606.ENSP00000347454,9606.ENSP00000347532,9606.ENSP00000351338,9606.ENSP00000351742,9606.ENSP00000352513,9606.ENSP00000353007,9606.ENSP00000355124,9606.ENSP00000355330,9606.ENSP00000355955,9606.ENSP00000356468,9606.ENSP00000356581,9606.ENSP00000357131,9606.ENSP00000358547,9606.ENSP00000358765,9606.ENSP00000360316,9606.ENSP00000363117,9606.ENSP00000363255,9606.ENSP00000363377,9606.ENSP00000365643,9606.ENSP00000365682,9606.ENSP00000366109,9606.ENSP00000368632,9606.ENSP00000368678,9606.ENSP00000373489,9606.ENSP00000374309,9606.ENSP00000375066,9606.ENSP00000377721,9606.ENSP00000379330,9606.ENSP00000383053,9606.ENSP00000383115,9606.ENSP00000385727,9606.ENSP00000399511,9606.ENSP00000401445,9606.ENSP00000405004,9606.ENSP00000419446,9606.ENSP00000420267,9606.ENSP00000425824,9606.ENSP00000427123,9606.ENSP00000427514,9606.ENSP00000428924,9606.ENSP00000435585,9606.ENSP00000436714,9606.ENSP00000439689,9606.ENSP00000440273,9606.ENSP00000449960,9606.ENSP00000455215,9606.ENSP00000478927,9606.ENSP00000486285,9606.ENSP00000486891,9606.ENSP00000493716,9606.ENSP00000496438,9606.ENSP00000499251","GPRC5A,PKP2,COL1A1,HES1,MSX2,SGPP1,CDC42EP1,TBX3,ARHGAP29,PPP2R5A,SEMA7A,SLC9A3R1,TP63,CDK6,HUNK,EGFR,DUSP6,GRHL3,HPGD,ITGA2,TNFRSF21,KIAA0355,ANPEP,RGL1,FAM83B,IRS1,GLUL,DAB2,CD276,FADS1,WNT11,EPHB3,OLFML1,ARHGAP10,PTN,PTGES,ANO1,SHTN1,PLXNB1,TFEB,MPZL1,SULF2,KRT19,TGM2,NENF,IVNS1ABP,ADGRG6,ARHGAP18,MPP1,TPBG,DHCR24,FGR,RGS3,FOXO4,DOCK9,TLE1,ANXA1,GATA3,AGRN,KRT18,LAMA1,HCAR2,NR2F2,NFATC2,EPHB2,COLEC12,MAST4,TNIK,ERN1,ACVR1,ADAM9,NR6A1,CAMK2D,RAI14,CEBPA,LYN,EPS8L2,HCAR3,TRERF1,SH2B2,CALCOCO1,ADGRG1,YAP1,FARP1,TCF7L2,EFNB2,S1PR2,NUAK2"
125,GO:0042981,Regulation of apoptotic process,34,1462,0.28,0.0264,"9606.ENSP00000239243,9606.ENSP00000256015,9606.ENSP00000257566,9606.ENSP00000260356,9606.ENSP00000262613,9606.ENSP00000264731,9606.ENSP00000275493,9606.ENSP00000279488,9606.ENSP00000295006,9606.ENSP00000296522,9606.ENSP00000306285,9606.ENSP00000311344,9606.ENSP00000313391,9606.ENSP00000316779,9606.ENSP00000325526,9606.ENSP00000336923,9606.ENSP00000355330,9606.ENSP00000356468,9606.ENSP00000360316,9606.ENSP00000362924,9606.ENSP00000365682,9606.ENSP00000366109,9606.ENSP00000368632,9606.ENSP00000373489,9606.ENSP00000375066,9606.ENSP00000405004,9606.ENSP00000422176,9606.ENSP00000425824,9606.ENSP00000428924,9606.ENSP00000478927,9606.ENSP00000486891,9606.ENSP00000497112,9606.ENSP00000499251,9606.ENSP00000501092","MSX2,BTG1,TBX3,THBS1,SLC9A3R1,TP63,EGFR,DUSP6,CAPN2,HPGD,TPD52L1,PPP2R1B,DAB2,BIN1,WNT11,ARHGAP10,TGM2,IVNS1ABP,DHCR24,GSN,TLE1,ANXA1,GATA3,KRT18,HCAR2,ACVR1,CAST,CAMK2D,LYN,YAP1,TCF7L2,HOXA13,NUAK2,TFAP2A"
126,GO:0048583,Regulation of response to stimulus,71,3931,0.17,0.0264,"9606.ENSP00000014914,9606.ENSP00000199389,9606.ENSP00000222399,9606.ENSP00000225964,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000247226,9606.ENSP00000254436,9606.ENSP00000260356,9606.ENSP00000260526,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000264059,9606.ENSP00000264731,9606.ENSP00000275493,9606.ENSP00000279488,9606.ENSP00000296585,9606.ENSP00000296861,9606.ENSP00000297258,9606.ENSP00000304895,9606.ENSP00000306285,9606.ENSP00000311344,9606.ENSP00000313391,9606.ENSP00000320084,9606.ENSP00000325526,9606.ENSP00000336923,9606.ENSP00000341170,9606.ENSP00000342385,9606.ENSP00000351338,9606.ENSP00000353007,9606.ENSP00000355330,9606.ENSP00000355955,9606.ENSP00000356468,9606.ENSP00000357131,9606.ENSP00000358547,9606.ENSP00000358765,9606.ENSP00000363117,9606.ENSP00000363255,9606.ENSP00000364032,9606.ENSP00000364526,9606.ENSP00000365682,9606.ENSP00000366109,9606.ENSP00000368632,9606.ENSP00000374309,9606.ENSP00000376333,9606.ENSP00000379330,9606.ENSP00000383053,9606.ENSP00000383115,9606.ENSP00000386456,9606.ENSP00000389326,9606.ENSP00000399511,9606.ENSP00000401445,9606.ENSP00000405004,9606.ENSP00000419446,9606.ENSP00000423563,9606.ENSP00000425824,9606.ENSP00000427123,9606.ENSP00000427514,9606.ENSP00000428924,9606.ENSP00000435585,9606.ENSP00000440273,9606.ENSP00000455215,9606.ENSP00000455507,9606.ENSP00000478927,9606.ENSP00000479526,9606.ENSP00000482760,9606.ENSP00000486891,9606.ENSP00000493716,9606.ENSP00000496438,9606.ENSP00000497112,9606.ENSP00000499251","GPRC5A,EIF2AK1,LAMB1,COL1A1,HES1,MSX2,PLEKHG3,TRIM21,THBS1,ARHGAP29,SEMA7A,SLC9A3R1,EFHD1,TP63,EGFR,DUSP6,ITGA2,TNFRSF21,FABP5,IRS1,TPD52L1,PPP2R1B,DAB2,CD276,WNT11,ARHGAP10,PTN,PTGES,PLXNB1,SULF2,TGM2,NENF,IVNS1ABP,ARHGAP18,MPP1,TPBG,FGR,RGS3,TAP2,JCAD,TLE1,ANXA1,GATA3,LAMA1,LLGL2,NFATC2,EPHB2,COLEC12,AAK1,ACE2,TNIK,ERN1,ACVR1,ADAM9,MACROH2A1,CAMK2D,RAI14,CEBPA,LYN,EPS8L2,SH2B2,ADGRG1,OBSCN,YAP1,DPF3,PCSK6,TCF7L2,EFNB2,S1PR2,HOXA13,NUAK2"
127,GO:0009913,Epidermal cell differentiation,10,201,0.61,0.027,"9606.ENSP00000232424,9606.ENSP00000262613,9606.ENSP00000264731,9606.ENSP00000301653,9606.ENSP00000329243,9606.ENSP00000366109,9606.ENSP00000419446,9606.ENSP00000425556,9606.ENSP00000449404,9606.ENSP00000478927","HES1,SLC9A3R1,TP63,KRT16,KRT7,ANXA1,ADAM9,PALLD,KRT8,YAP1"
128,GO:0048839,Inner ear development,10,201,0.61,0.027,"9606.ENSP00000232424,9606.ENSP00000257566,9606.ENSP00000262613,9606.ENSP00000288955,9606.ENSP00000368632,9606.ENSP00000383053,9606.ENSP00000392028,9606.ENSP00000427514,9606.ENSP00000497112,9606.ENSP00000501092","HES1,TBX3,SLC9A3R1,GRHL3,GATA3,EPHB2,CHD7,CEBPA,HOXA13,TFAP2A"
129,GO:0042221,Response to chemical,72,4010,0.17,0.0272,"9606.ENSP00000220325,9606.ENSP00000222002,9606.ENSP00000225929,9606.ENSP00000225964,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000254436,9606.ENSP00000257552,9606.ENSP00000260356,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000268053,9606.ENSP00000275493,9606.ENSP00000279488,9606.ENSP00000295006,9606.ENSP00000296522,9606.ENSP00000296585,9606.ENSP00000296861,9606.ENSP00000297689,9606.ENSP00000304895,9606.ENSP00000307900,9606.ENSP00000313391,9606.ENSP00000320378,9606.ENSP00000325526,9606.ENSP00000332118,9606.ENSP00000334008,9606.ENSP00000341170,9606.ENSP00000342385,9606.ENSP00000347454,9606.ENSP00000351338,9606.ENSP00000355124,9606.ENSP00000355330,9606.ENSP00000357695,9606.ENSP00000358421,9606.ENSP00000358765,9606.ENSP00000360316,9606.ENSP00000362924,9606.ENSP00000363377,9606.ENSP00000364032,9606.ENSP00000366109,9606.ENSP00000368632,9606.ENSP00000368678,9606.ENSP00000373489,9606.ENSP00000373937,9606.ENSP00000374309,9606.ENSP00000377721,9606.ENSP00000379330,9606.ENSP00000383053,9606.ENSP00000383115,9606.ENSP00000385478,9606.ENSP00000392028,9606.ENSP00000399511,9606.ENSP00000401445,9606.ENSP00000402760,9606.ENSP00000405004,9606.ENSP00000419446,9606.ENSP00000425556,9606.ENSP00000425824,9606.ENSP00000427514,9606.ENSP00000428924,9606.ENSP00000439689,9606.ENSP00000440273,9606.ENSP00000445122,9606.ENSP00000449960,9606.ENSP00000451261,9606.ENSP00000478305,9606.ENSP00000478927,9606.ENSP00000486891,9606.ENSP00000493716,9606.ENSP00000497112,9606.ENSP00000498246,9606.ENSP00000501092","EHD4,SULT2A1,HSD17B1,COL1A1,HES1,MSX2,TRIM21,MSI1,THBS1,SEMA7A,SLC9A3R1,CYP11A1,EGFR,DUSP6,CAPN2,HPGD,ITGA2,TNFRSF21,NFIL3,IRS1,GLUL,DAB2,SLC7A8,WNT11,EPHB3,PARVA,PTN,PTGES,ANO1,PLXNB1,KRT19,TGM2,S100A16,HSD3B1,TPBG,DHCR24,GSN,FOXO4,TAP2,ANXA1,GATA3,AGRN,KRT18,PRTG,LAMA1,NR2F2,NFATC2,EPHB2,COLEC12,CRPPA,CHD7,TNIK,ERN1,SLC22A5,ACVR1,ADAM9,PALLD,CAMK2D,CEBPA,LYN,TRERF1,SH2B2,HSD3B2,CALCOCO1,UBE2J1,SMOX,YAP1,TCF7L2,EFNB2,HOXA13,ABCG2,TFAP2A"
130,GO:0048732,Gland development,15,419,0.47,0.0276,"9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000257566,9606.ENSP00000262613,9606.ENSP00000264731,9606.ENSP00000275493,9606.ENSP00000296585,9606.ENSP00000325526,9606.ENSP00000332118,9606.ENSP00000355330,9606.ENSP00000366109,9606.ENSP00000368632,9606.ENSP00000374309,9606.ENSP00000427514,9606.ENSP00000497112","HES1,MSX2,TBX3,SLC9A3R1,TP63,EGFR,ITGA2,WNT11,EPHB3,TGM2,ANXA1,GATA3,LAMA1,CEBPA,HOXA13"
131,GO:0060839,Endothelial cell fate commitment,3,8,1.49,0.0285,"9606.ENSP00000377721,9606.ENSP00000405004,9606.ENSP00000497112","NR2F2,ACVR1,HOXA13"
132,GO:0008284,Positive regulation of cell population proliferation,25,945,0.34,0.029,"9606.ENSP00000222399,9606.ENSP00000232424,9606.ENSP00000257566,9606.ENSP00000260356,9606.ENSP00000264731,9606.ENSP00000265734,9606.ENSP00000275493,9606.ENSP00000296522,9606.ENSP00000296585,9606.ENSP00000304895,9606.ENSP00000307900,9606.ENSP00000320084,9606.ENSP00000341170,9606.ENSP00000364526,9606.ENSP00000366109,9606.ENSP00000370408,9606.ENSP00000379330,9606.ENSP00000383053,9606.ENSP00000401445,9606.ENSP00000428924,9606.ENSP00000455215,9606.ENSP00000478927,9606.ENSP00000486891,9606.ENSP00000493716,9606.ENSP00000496438","LAMB1,HES1,TBX3,THBS1,TP63,CDK6,EGFR,HPGD,ITGA2,IRS1,GLUL,CD276,PTN,JCAD,ANXA1,CDX2,NFATC2,EPHB2,ERN1,LYN,ADGRG1,YAP1,TCF7L2,EFNB2,S1PR2"
133,GO:0030048,Actin filament-based movement,7,98,0.77,0.029,"9606.ENSP00000070846,9606.ENSP00000334008,9606.ENSP00000347532,9606.ENSP00000362924,9606.ENSP00000376330,9606.ENSP00000385616,9606.ENSP00000425824","PKP2,PARVA,SHTN1,GSN,WIPF1,SUN2,CAMK2D"
134,GO:0032879,Regulation of localization,44,2103,0.24,0.029,"9606.ENSP00000070846,9606.ENSP00000220325,9606.ENSP00000232424,9606.ENSP00000254436,9606.ENSP00000260356,9606.ENSP00000261461,9606.ENSP00000262613,9606.ENSP00000275493,9606.ENSP00000296585,9606.ENSP00000297258,9606.ENSP00000299339,9606.ENSP00000304895,9606.ENSP00000307900,9606.ENSP00000313391,9606.ENSP00000316779,9606.ENSP00000342385,9606.ENSP00000343129,9606.ENSP00000346809,9606.ENSP00000347454,9606.ENSP00000355330,9606.ENSP00000356515,9606.ENSP00000360108,9606.ENSP00000362924,9606.ENSP00000363117,9606.ENSP00000366109,9606.ENSP00000367263,9606.ENSP00000367991,9606.ENSP00000375066,9606.ENSP00000376293,9606.ENSP00000376333,9606.ENSP00000383053,9606.ENSP00000386456,9606.ENSP00000386881,9606.ENSP00000389326,9606.ENSP00000392028,9606.ENSP00000419235,9606.ENSP00000419446,9606.ENSP00000423563,9606.ENSP00000425824,9606.ENSP00000428924,9606.ENSP00000451261,9606.ENSP00000478927,9606.ENSP00000486891,9606.ENSP00000493716","PKP2,EHD4,HES1,TRIM21,THBS1,PPP2R5A,SLC9A3R1,EGFR,ITGA2,FABP5,CLDN10,IRS1,GLUL,DAB2,BIN1,PTGES,TRIM29,PGAP1,ANO1,TGM2,UTRN,DNAJC6,GSN,FGR,ANXA1,AHNAK,SEPTIN8,HCAR2,OSBPL6,LLGL2,EPHB2,AAK1,DYSF,ACE2,CHD7,TCAF1,ADAM9,MACROH2A1,CAMK2D,LYN,UBE2J1,YAP1,TCF7L2,EFNB2"
135,GO:0051146,Striated muscle cell differentiation,10,204,0.61,0.029,"9606.ENSP00000257566,9606.ENSP00000279022,9606.ENSP00000295006,9606.ENSP00000327145,9606.ENSP00000352208,9606.ENSP00000355124,9606.ENSP00000379330,9606.ENSP00000386096,9606.ENSP00000405004,9606.ENSP00000455507","TBX3,MYL9,CAPN2,FLNC,MYOF,KRT19,NFATC2,MYO18B,ACVR1,OBSCN"
136,GO:0003143,Embryonic heart tube morphogenesis,6,69,0.86,0.0296,"9606.ENSP00000231121,9606.ENSP00000232424,9606.ENSP00000256194,9606.ENSP00000257566,9606.ENSP00000405004,9606.ENSP00000478927","HAND1,HES1,MICAL2,TBX3,ACVR1,YAP1"
137,GO:0050790,Regulation of catalytic activity,48,2370,0.22,0.0296,"9606.ENSP00000014914,9606.ENSP00000247226,9606.ENSP00000260356,9606.ENSP00000260526,9606.ENSP00000261461,9606.ENSP00000262613,9606.ENSP00000264731,9606.ENSP00000275493,9606.ENSP00000288955,9606.ENSP00000296585,9606.ENSP00000303192,9606.ENSP00000304895,9606.ENSP00000306285,9606.ENSP00000311344,9606.ENSP00000313391,9606.ENSP00000316779,9606.ENSP00000325526,9606.ENSP00000332118,9606.ENSP00000334008,9606.ENSP00000336923,9606.ENSP00000341170,9606.ENSP00000351338,9606.ENSP00000355330,9606.ENSP00000357131,9606.ENSP00000360316,9606.ENSP00000362924,9606.ENSP00000363117,9606.ENSP00000363255,9606.ENSP00000365643,9606.ENSP00000366109,9606.ENSP00000368678,9606.ENSP00000376333,9606.ENSP00000377721,9606.ENSP00000383053,9606.ENSP00000401445,9606.ENSP00000419446,9606.ENSP00000422176,9606.ENSP00000423563,9606.ENSP00000425824,9606.ENSP00000427514,9606.ENSP00000428924,9606.ENSP00000435585,9606.ENSP00000455507,9606.ENSP00000480221,9606.ENSP00000481721,9606.ENSP00000482760,9606.ENSP00000486285,9606.ENSP00000495564","GPRC5A,PLEKHG3,THBS1,ARHGAP29,PPP2R5A,SLC9A3R1,TP63,EGFR,GRHL3,ITGA2,RGL1,IRS1,TPD52L1,PPP2R1B,DAB2,BIN1,WNT11,EPHB3,PARVA,ARHGAP10,PTN,PLXNB1,TGM2,ARHGAP18,DHCR24,GSN,FGR,RGS3,DOCK9,ANXA1,AGRN,LLGL2,NR2F2,EPHB2,ERN1,ADAM9,CAST,MACROH2A1,CAMK2D,CEBPA,LYN,EPS8L2,OBSCN,ANXA8L1,TBC1D2,PCSK6,FARP1,GRHL2"
